,racquet_id,racquet_url,racquet_name,racquet_brand,racquet_img,racquet_rating,racquet_price,racquet_description,racquet_swingweight,racquet_composition,racquet_power_level,racquet_stroke_style,racquet_swing_speed,racquet_colors,racquet_grip_type,racquet_head_size_sq_in,racquet_length_in,racquet_strung_weight_oz,racquet_balance_in,racquet_balance_HH_HL,racquet_stiffness,racquet_avg_beam_width,racquet_mains,racquet_crosses,racquet_tension_lower,racquet_tension_upper
303,RCDUNLOP-FX5LR,https://www.tennis-warehouse.com/Dunlop_FX_500_Lite/descpageRCDUNLOP-FX5LR.html,Dunlop FX 500 Lite,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=FX5LR-1.jpg&nw=455,,149.0,"Updated with a softer feel and more spin-friendly string pattern for 2023 As the lightest FX 500 model, this racquet gives improving players a user-friendly entry point into the explosive power and spin of Dunlop's FX family. Updated with a more open string pattern, the FX 500 Lite not only offers easy access to spin, it's also great for hitting shots on the run or reacting quickly at net. For 2023, in addition to giving this racquet a slightly more flexible beam, Dunlop updates the grommet system for a more powerful hitting experience. As with the previous generation, the FX 500 Lite benefits from Sonic Core w/Infinergy, which is added to the upper hoop to soften the feel of impact. Additional features include a Power Boost Frame Geometry which combines a speedy aerodynamic profile with a wider throat for stability. Improving players looking for a fast, powerful and spin-friendly weapon will love this one.",301.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue/Black,Dunlop Synthetic,100.0,27.0,10.0,13.38,1.0,68.0,24.0,16.0,18.0,45.0,65.0
304,RCDUNLOP-DFX7R,https://www.tennis-warehouse.com/Dunlop_FX_700/descpageRCDUNLOP-DFX7R.html,Dunlop FX 700,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DFX7R-1.jpg&nw=455,,149.0,"Packed with speed, power and comfort, the FX 700 boasts the most forgiving head size in the FX family Adding a softer feel for 2023, the FX 700 has the largest, most generous head size in the FX Family. It also packs an extended 27.5"" length, giving it extra pop on groundies, overheads and serves. With its light weight, this racquet is not only suited to beginners and early intermediate players, but it will also attract the doubles player who wants a formidable serve and volley weapon. For 2023, Dunlop adds a more open string pattern for easier access to spin. Additional chances include a slightly more flexible beam construction (for comfort) along with an updated grommet system for increased power. As with the previous generation, the FX 700 benefits from Sonic Core w/Infinergy, which is added to the upper hoop to soften the feel of impact. Additional features include a Power Boost Frame Geometry which combines a speedy aerodynamic profile with a wider throat for stability. Ultimately, the FX 700 continues to be a great option for beginner and intermediate players who crave the comfort, power and stability of a larger head size.",325.0,Sonic Core Infinergy/Graphite,Medium,Medium,Medium,Blue/Black,Dunlop Synthetic,107.0,27.5,9.0,13.7,0.0,67.0,24.333333333333332,16.0,18.0,40.0,60.0
305,RCDUNLOP-CX28LE,https://www.tennis-warehouse.com/Dunlop_CX_200_18x20_Limited_Edition/descpageRCDUNLOP-CX28LE.html,Dunlop CX 200 (18x20) Limited Edition,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=CX28LE-1.jpg&nw=455,5.0,249.99,"This new addition to the CX family combines classic control with modern speed Introducing the CX 200 18x20 Limited Edition . With this racquet, Dunlop adds a new member to its signature control line, complete with cosmetic touches that pay homage to the brand's storied heritage. Unlike the CX 200 Tour 18x20, this model packs a slightly more generous head size along with an ultra-low sub-310 swingweight. The result is a racquet that combines surgical control and sublime feel with lightning speed from all areas of the court. Technologies include Powergrid Stringtech+, which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy, a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. In addition to being a great platform racquet, this instant classic will appeal to those who place a premium on speed, precision, and feel. Did we mention the speed?",309.0,Sonic Core Infinergy/Graphite,Low,Full,Fast,Black,Dunlop Viper Dry,98.0,27.0,11.0,12.79,6.0,65.0,21.5,18.0,20.0,45.0,65.0
306,RCDUNLOP-CX26LE,https://www.tennis-warehouse.com/Dunlop_CX_200_Limited_Edition/descpageRCDUNLOP-CX26LE.html,Dunlop CX 200 Limited Edition,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=CX26LE-1.jpg&nw=455,5.0,249.99,"Dunlop adds a classic cosmetic to the CX 200 Introducing the CX 200 Limited Edition ! This version keeps the same specs and performance as the standard model but comes with a more classic look. Specs include a 98 square inch head with a flexible 21.5mm box beam and 16x19 string pattern, giving it a great combination of spin and feel . It's also extremely fast, making it great for hitting shots on the run, whipping up extra spin, or reacting quickly at net. Technologies include Powergrid Stringtech+, which features wider cross-string spacing to enhance spin and power. To help reduce harsh impact vibrations, Dunlop uses a highly elastic material (named Vibroshield) in the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy , a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Ultimately, the CX 200 is ideal for those who want a classic control racquet with some modern spin and speed. The limited edition cosmetic is a very nice touch.",308.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Dunlop Viper Dry,98.0,27.0,11.0,12.63,7.0,64.0,21.5,16.0,19.0,45.0,65.0
307,RCDUNLOP-CX40LE,https://www.tennis-warehouse.com/Dunlop_CX_400_Tour_Limited_Edition/descpageRCDUNLOP-CX40LE.html,Dunlop CX 400 Tour Limited Edition,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=CX40LE-1.jpg&nw=455,4.7,249.99,"Dunlop adds a limited edition cosmetic to the CX 400 Tour Introducing the CX 400 Tour Limited Edition ! This version keeps the same specs and performance as the standard model but comes with a more classic look. Compared to the CX 200, CX 400 Tour features a thicker, more powerful beam, and it packs the kind of explosive acceleration and spin-friendly precision that aggressive players crave. Technologies include Powergrid Stringtech+, which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop uses a highly elastic material (named Vibroshield ) in the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Ultimately, the 400 Tour is a great option for intermediate and advanced players looking for a speedy and spin-friendly modern player's racquet. The limited edition cosmetic is a nice touch.",317.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Dunlop Viper Dry,100.0,27.0,11.0,13.0,4.0,66.0,23.0,16.0,19.0,45.0,65.0
308,RCDUNLOP-DCX2T8,https://www.tennis-warehouse.com/Dunlop_CX_200_Tour_18x20/descpageRCDUNLOP-DCX2T8.html,Dunlop CX 200 Tour 18x20,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX2T8-1.jpg&nw=455,5.0,249.99,"Updated with a new mold, this traditional player's racquet combines surprising speed with pinpoint precision and great feel Dunlop adds another chapter to its most classic and control oriented racquet. Defined by its compact 95 square inch head and flexible 20.5mm beam, the CX 200 Tour 18x20 offers laser-like precision from the baseline and outstanding touch at net. As with the previous generation, this racquet's manageable swingweight makes it one of the most user-friendly members of its class. For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+ , which features wider cross string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part for the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy, a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. With this update, Dunlop keeps a good thing going. Experienced players looking for surgical control, raw speed and great feel will love this one.",315.0,Sonic Core Infinergy/Graphite,Low,Full,Fast,Red!,Leather!,95.0,27.0,11.0,12.59,7.0,66.0,20.5,18.0,20.0,45.0,65.0
309,RCDUNLOP-DCX2T6,https://www.tennis-warehouse.com/Dunlop_CX_200_Tour_16x19/descpageRCDUNLOP-DCX2T6.html,Dunlop CX 200 Tour 16x19,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX2T6-1.jpg&nw=455,5.0,249.99,"Updated with a new mold, this racquet combines modern speed and spin with classic control and feel. Introducing the 2024 CX 200 Tour 16x19 ! Like the previous generation, this racquet combines modern spin and speed with classic control and feel. Defined by its compact 95 square inch head and 16x19 string pattern, this racquet rewards powerful strokes with pinpoint accuracy. In addition to offering easier spin and depth than its 18x20 counterpart, the CX 200 Tour 16x19 comes with a flexible 20.5mm beam, giving it outstanding ball feedback. For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+ , which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Experienced players looking for a user-friendly midsize player's racquet should give this update a serious look.",314.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Dunlop Viper Dry,95.0,27.0,11.0,12.59,7.0,66.0,20.5,16.0,19.0,45.0,65.0
310,RCDUNLOP-DCX2S,https://www.tennis-warehouse.com/Dunlop_CX_200/descpageRCDUNLOP-DCX2S.html,Dunlop CX 200,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX2S-1.jpg&nw=455,5.0,249.99,"Updated with a new mold for 2024, this control oriented racquet blends raw speed with spin-friendly precision and excellent ball feedback Introducing the 2024 version of the CX 200 ! Like the previous generation, this racquet combines a 98 square inch head with a flexible 21.5mm box beam and 16x19 string pattern. The result is a racquet that combines spin-friendly precision with outstanding ball feedback . It's also extremely fast, making it great for hitting shots on the run, whipping up extra spin or reacting quickly at net. For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+ , which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Ultimately, the CX 200 is a great option for those who want a classic control racquet with some modern spin and speed.",314.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Dunlop Viper Dry,98.0,27.0,11.0,12.63,7.0,64.0,21.5,16.0,19.0,45.0,65.0
311,RCDUNLOP-DCX4R,https://www.tennis-warehouse.com/Dunlop_CX_400/descpageRCDUNLOP-DCX4R.html,Dunlop CX 400,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX4R-1.jpg&nw=455,5.0,249.99,"Dunlop adds another chapter to the CX 400 ! Like the previous generation, this update pairs a powerful 24mm beam with a 16x19 string pattern. It also packs a sub-315 swingweight, making it easy to maximize stroke speed when loading the ball with pace and spin. For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+ , which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy, a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power.  Ultimately, this update to the CX 400 is a great option for intermediate players looking for a speedy and spin-friendly weapon with enough power to close out points.",313.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Dunlop Viper Dry,100.0,27.0,10.0,13.29,2.0,69.0,24.0,16.0,19.0,40.0,60.0
312,RCDUNLOP-DCX4T,https://www.tennis-warehouse.com/Dunlop_CX_400_Tour/descpageRCDUNLOP-DCX4T.html,Dunlop CX 400 Tour,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX4T-1.jpg&nw=455,4.7,249.99,"Updated with a new mold and more open string pattern for 2024 Updated with a new mold, the 2024 CX 400 Tour offers easy targeting and great feel to intermediate and advanced players. Compared to the CX 200, this racquet features a thicker, more powerful beam  and it packs the kind of explosive acceleration and spin-friendly precision that aggressive players crave. For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+, which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Ultimately, with some incremental tweaks to the feel and response, the 400 Tour continues to be a great option for intermediate and advanced players looking for a speedy and spin-friendly modern player's racquet with above average comfort and feel.",317.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Dunlop Viper Dry,100.0,27.0,11.0,13.0,4.0,66.0,23.0,16.0,19.0,45.0,65.0
313,RCDUNLOP-DCX2OS,https://www.tennis-warehouse.com/Dunlop_CX_200_OS/descpageRCDUNLOP-DCX2OS.html,Dunlop CX 200 OS,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX2OS-1.jpg&nw=455,4.3,249.99,"Updated with a new mold for 2024, this 105 square-inch racquet combines plush comfort with easy power and spin-friendly precision Dunlop makes big changes to the CX 200 OS for 2024 while keeping the user-friendly playability and great feel of the previous generation. Boasting a forgiving 105 square inch head and open 16x19 string pattern the CX 200 OS combines arm-friendly comfort and easy power with spin-friendly precision . It also packs a 21.5 mm box beam, giving it impressive control and feel compared to its competitors. Weighing roughly 10.9 ounces strung, the CX 200 OS is weighted for rising intermediates, but it also packs a near 320 RDC swingweight, making it attractive to more advanced ball strikers, especially if they crave the advantages of a larger head size with a big spin window. For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+ , which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Ultimately, with some nice updates to the feel and response, this racquet remains a great option for the intermediate player who wants a more forgiving and powerful midplus racquet. Specs based on 1 sample",319.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Dunlop Viper Dry,105.0,27.0,10.0,13.18,3.0,63.0,21.5,16.0,19.0,40.0,60.0
314,RCDUNLOP-DCX2LS,https://www.tennis-warehouse.com/Dunlop_CX_200_LS/descpageRCDUNLOP-DCX2LS.html,Dunlop CX 200 LS,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DCX2LS-1.jpg&nw=455,3.0,249.99,"Updated with a new mold for 2024, this easy swinging racquet brings spin-friendly precision and great feel to the rising intermediate player The CX 200 LS puts the outstanding control and feel of the CX series into a light and user-friendly package. As with the heavier CX 200, this racquet combines a 98 square inch head with an open 16x19 string pattern and flexible 21.5mm box beam. As such, it's perfect for the rising intermediate player who wants a very speedy racquet with controllable power and great feel . For this update, Dunlop retools the beam, adding more of a box shape below the 10/2 axis to enhance stability, control and feel. Additional changes for 2024 include Powergrid Stringtech+ , which features wider cross-string spacing to enhance spin and power. Dunlop also updates the stiffness profile, adding greater flexibility on the inner part of the frame for enhanced dwell time and pocketing, while also stiffening the racquet's face for added stability and power. To help reduce harsh impact vibrations, Dunlop adds a highly elastic material (named Vibroshield ) to the midsection of both the hoop and shaft. This is complemented by Sonic Core with Infinergy, a uniquely pliable material applied to the 3/9 axis of the head to boost comfort and power. Ultimately, with its easy acceleration, great feel and controllable power, this is the perfect option for the improving player who wants the precision of a player's racquet without all the bulk.",309.0,Sonic Core Infinergy/Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Dunlop Viper Dry,98.0,27.0,10.0,13.18,3.0,63.0,21.5,16.0,19.0,45.0,65.0
315,RCDUNLOP-DSXTR,https://www.tennis-warehouse.com/Dunlop_SX_300_Tour/descpageRCDUNLOP-DSXTR.html,Dunlop SX 300 Tour,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DSXTR-1.jpg&nw=455,4.6,249.99,"Dunlop adds another chapter to the most powerful and precise member of the SX family Introducing the most stable and surgical member of the SX family. It's called the SX 300 Tour , and it combines a control-oriented 98-square-inch head with a dangerous combination of power and spin (think heavy ball). In addition to its open string pattern, the SX Tour features a firm and stable beam construction, making it easier to keep your opponent in check with high levels of pace. It also features a sub-325 swingweight, giving experienced players explosive acceleration from the baseline and speedy handling at net. For 2025, Dunlop widens the beam's face at 3 and 9 o'clock to increase torsional stability and energy transfer. To help with comfort, Dunlop adds Vibroshield technology, a dampening material positioned in the shaft and head to minimize harsh impact vibrations. Dunlop also updates its Spin Boost XT Grommets, which have been widened in the yoke to increase string movement for greater snapback and added ball rotation. As with the previous version, these grommets are strategically shaped and positioned to enhance spin across a wider range of impact locations. Additional technologies include Sonic Core Infinergy, a thermoplastic polyurethane in the upper hoop, to create a more comfortable and responsive feel at impact. Ultimately, the SX 300 Tour continues to be an outstanding option for those who want a powerful weapon with enough spin potential to bring the ball down on a dime.",321.0,Sonic Core Infinergy/Graphite,Low-Medium,Compact-Medium,Medium-Fast,Teal/Yellow,Dunlop Synthetic,98.0,27.0,11.0,12.79,6.0,69.0,24.0,16.0,19.0,45.0,65.0
316,RCDUNLOP-DSX3R,https://www.tennis-warehouse.com/Dunlop_SX_300/descpageRCDUNLOP-DSX3R.html,Dunlop SX 300,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DSX3R-1.jpg&nw=455,,249.99,"Dunlop delivers speed, power, and spin to intermediate and advanced players Featuring a new mold and enhanced dampening, the 2025 SX 300 is a gift to those who want easy access to power and spin. In addition to being light enough for a wide range of intermediates, the SX 300 will also tempt the more advanced ball striker who wants raw speed or a platform for customization. Like the outgoing model, this update combines spin-friendly targeting from the baseline with quick handling at the net. For 2025, Dunlop widens the beam's face at 3 and 9 o'clock to increase torsional stability and energy transfer. To help with comfort, Dunlop adds Vibroshield technology, a dampening material positioned in the shaft and head to minimize harsh impact vibrations. Dunlop also updates its Spin Boost XT Grommets, which have been widened in the yoke to increase string movement for greater snapback and added ball rotation. As with the previous version, these grommets are strategically shaped and positioned to enhance spin across a wider range of impact locations. Additional technologies include Sonic Core Infinergy, a thermoplastic polyurethane in the upper hoop, to create a more comfortable and responsive feel at impact. Ultimately, the 2025 SX 300 remains a great option for those who want a speedy player's racquet with easy access to power and spin.",318.0,Sonic Core Infinergy/Graphite,Low-Medium,Compact-Medium,Medium-Fast,Teal/Yellow,Dunlop Synthetic,100.0,27.0,11.0,13.0,4.0,69.0,24.0,16.0,19.0,45.0,65.0
317,RCDUNLOP-DSXLIR,https://www.tennis-warehouse.com/Dunlop_SX_300_Lite/descpageRCDUNLOP-DSXLIR.html,Dunlop SX 300 Lite,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DSXLIR-1.jpg&nw=455,,249.99,"Dunlop serves up an easy learning curve for improving players looking to play aggressive tennis Updated with a new mold and enhanced dampening for 2025, the SX 300 Lite is a great option for improving players looking to master the mechanics of pace and spin. Like the previous version, this racquet puts an open string pattern and powerful beam construction inside an extremely maneuverable package. For 2025, Dunlop widens the beam’s face at 3 and 9 o’clock to increase torsional stability and energy transfer. To help with comfort, Dunlop adds Vibroshield technology, a dampening material positioned in the shaft and head to minimize harsh impact vibrations. Dunlop also updates its Spin Boost XT grommets, which have been widened in the yoke to increase string movement for greater snapback and added ball rotation. As with the previous version, these grommets are strategically shaped and positioned to enhance spin across a wider range of impact locations. Additional technologies include Sonic Core Infinergy, a thermoplastic polyurethane in the upper hoop, to create a more comfortable and responsive feel at impact. Recommended to dedicated beginners and early intermediate players looking for an easy entry point into the world of aggressive tennis.",,,,,,,,,,,,,,,,,,
318,RCDUNLOP-DSXLSR,https://www.tennis-warehouse.com/Dunlop_SX_300_LS/descpageRCDUNLOP-DSXLSR.html,Dunlop SX 300 LS,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=DSXLSR-1.jpg&nw=455,,249.99,"This speedy spin-machine gives intermediate players the tools to play aggressive tennis Dunlop gives intermediate players an easier path to power and spin. Like the previous generation, this 2025 update to the S X 300 LS is defined by speed, power, and spin. At roughly 10.6 ounces strung and boasting a very manageable swingweight, the SX 300 LS moves through contact with remarkable speed, making it easy to load the ball with heavy pace and spin. For 2025, Dunlop widens the beam’s face at 3 and 9 o’clock to increase torsional stability and energy transfer. To help with comfort, Dunlop adds Vibroshield technology, a dampening material positioned in the shaft and head to minimize harsh impact vibrations. Dunlop also updates its Spin Boost XT grommets, which have been widened in the yoke to increase string movement for greater snapback and added ball rotation. As with the previous version, these grommets are strategically shaped and positioned to enhance spin across a wider range of impact locations. Additional technologies include Sonic Core Infinergy, a thermoplastic polyurethane in the upper hoop, to create a more comfortable and responsive feel at impact. Intermediate players looking to play aggressive tennis will love this one.",,,,,,,,,,,,,,,,,,
319,RCDUNLOP-LX1000,https://www.tennis-warehouse.com/Dunlop_LX_1000/descpageRCDUNLOP-LX1000.html,Dunlop LX 1000,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=LX1000-1.jpg&nw=455,5.0,249.99,"Updated with more speed for 2024, this ultra-comfortable racquet delivers easy acceleration from the baseline and quick handling at net",305.0,Graphite,High,Compact,Slow,Gray,Dunlop Synthetic,115.0,27.0,9.0,14.36,-7.0,75.0,27.0,16.0,18.0,40.0,55.0
320,RCDUNLOP-LX800,https://www.tennis-warehouse.com/Dunlop_LX_800/descpageRCDUNLOP-LX800.html,Dunlop LX 800,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=LX800-1.jpg&nw=455,,249.99,"Dunlop adds user-friendly speed to one of its most powerful and comfortable racquets Introducing the 2024 LX 800! With this racquet, Dunlop serves up an impressive combination of power and comfort to beginner and intermediate level players. At under 10 ounces strung, the LX 800 cuts through the air with remarkable ease. It also comes with a generous 110 square-inch head, resulting in a very forgiving and arm-friendly hitting experience. For 2024, Dunlop reduces the length from 27.5 inches to a standard 27 inches. The result is a faster, more explosive racquet, making it easier for improving players to generate power and spin. Technologies include a Straight String System, which reduces friction between string and racquet to create a larger, more responsive hitting area. Additional technologies include a Dual Bridge System for increased comfort and power, along with Dynamic Hole grooves, which elongate the strings to deliver a larger sweet spot. Ultimately, by making this racquet faster and more maneuverable, Dunlop has created an extremely user-friendly option for the beginner and early intermediate player. Did we mention the comfort and power?",296.0,Graphite,Medium-High,Compact-Medium,Slow-Moderate,Gray,Dunlop Synthetic,110.0,27.0,9.0,14.31,-6.0,75.0,26.333333333333332,16.0,18.0,40.0,55.0
321,RCDUNLOP-LXTEAM,https://www.tennis-warehouse.com/Dunlop_LX_Team/descpageRCDUNLOP-LXTEAM.html,Dunlop LX Team,Dunlop,https://img.tennis-warehouse.com/watermark/rs.php?path=LXTEAM-1.jpg&nw=455,,149.99,"Dunlop delivers impressive value along with an easy learning curve to improving players Pre-strung for extra savings! Introducing Dunlop's LX Team ! With this racquet, Dunlop serves up an outstanding value to recreational players, bargain hunters, dedicated beginners, or anyone who wants ease of use. Boasting a generous 107 square inch head, the LX Team makes it easy for improving players to achieve clean contact with the ball (think confidence). In addition to its easy power and arm-friendly comfort, this racquet's raw speed translates into easy access to power and spin. Ultimately, this is a great option for novice players who want user-friendly performance at a great price.",312.0,Graphite,Medium,Medium,Medium,Gray,Dunlop Synthetic,107.0,27.0,10.0,13.58,-1.0,64.0,24.333333333333332,16.0,19.0,40.0,60.0
329,RCVOLKL-VOSV1P,https://www.tennis-warehouse.com/Volkl_Vostra_V1_Pro/descpageRCVOLKL-VOSV1P.html,Volkl Vostra V1 Pro,Volkl,https://img.tennis-warehouse.com/watermark/rs.php?path=VOSV1P-1.jpg&nw=455,,269.99,"With the latest generation of the V1 Pro, Volkl serves up controllable power and great feel Introducing the Vostra V1 Pro ! Like the previous version, this racquet combines ultra-easy targeting with a comfortably crisp feel. Boasting a swingweight in the low 320s, the V1 Pro feels speedy while also offering decent stability for its weight class. The primary technology is Red Cell, which combines V-Cell carbon fiber with a flexible REVA resin, resulting in a more elastic construction for enhanced stability, pocketing, and feel. This racquet also benefits from Super Grommets, which deploy a figure-eight shape to optimize string movement for greater energy transfer and snapback (think: spin). To help with comfort, this racquet's VTEX butt cap and REVA handle system have been meticulously engineered with dampening compounds to deliver a smoother, more arm-friendly feel at impact. From the baseline, the V1 Pro is defined by its speed and spin-friendly targeting. It also comes around fast at net, making it great on reaction volleys. More advanced players looking for added stability will find this one easy to customize. Ultimately, with incremental updates to feel, the V1 Pro remains a great option for intermediate and advanced players in the market for a speedy player's racquet with impressive accuracy and feel. Please note: Volkl lists the headsize as 99.5in².",321.0,Red Cell/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Volkl Synthetic,99.0,27.0,11.0,13.15,3.0,67.0,22.0,16.0,19.0,50.0,60.0
330,RCVOLKL-VOSV1M,https://www.tennis-warehouse.com/Volkl_Vostra_V1_MP/descpageRCVOLKL-VOSV1M.html,Volkl Vostra V1 MP,Volkl,https://img.tennis-warehouse.com/watermark/rs.php?path=VOSV1M-1.jpg&nw=455,5.0,269.99,"Volkl adds another chapter to one of the game's most user-friendly racquets Introducing the Vostra V1 MP ! As with the many generations that preceded this one, this update combines ultra-easy targeting with a crisp and connected feel. Perfect for rising intermediates, the V1 MP comes with a sub-305 swingweight, making it easier to maximize stroke speed when loading the ball with pace and spin. The V1 MP also gives you the benefit of a 102-square-inch head, giving it a slightly more forgiving response than a standard midplus racquet. In addition to being extremely fast from the baseline, the V1 MP offers quick handling at net, making it easy to spring into action when opportunity knocks. The primary technology is Red Cell, which combines V-Cell carbon fiber with a flexible REVA resin, resulting in a more elastic construction for enhanced stability, pocketing, and feel. This racquet also benefits from Super Grommets, which deploy a figure-eight shape to optimize string movement for greater energy transfer and snapback (think: spin). To help with comfort, this racquet's VTEX butt cap and REVA handle system have been meticulously engineered with dampening compounds to deliver a smoother, more arm-friendly feel at impact. Intermediate players looking for an ultra-maneuverable racquet with outstanding all-around playability cannot go wrong here.",301.0,Red Cell/Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Volkl Synthetic,102.0,27.0,10.0,12.99,4.0,67.0,25.0,16.0,19.0,50.0,60.0
